,partid,gamble_lab,samplesize,switchfreq,switchcount,decision,group,domain,session,switch_grp,pairtype,ev_diff,L_id,L_ev,L_ev_var,H_id,H_ev,H_ev_var
2535,35,S4G1,12,0.18181818181818182,2,L,old,gain,4,freq,HH-LL,1.02105263158,30.0,4.81684210526,12.7280972995,27.0,5.83789473684,79.530818388
2536,35,S4G2,16,0.06666666666666667,1,H,old,gain,4,freq,HL-LH,0.823157894737,27.0,5.13684210526,60.1937744795,37.0,5.96,18.9478787879
2537,35,S4G3,13,0.09090909090909091,1,H,old,loss,4,freq,HH-LL,0.981052631579,10.0,-6.11789473684,25.5788497217,2.0,-5.13684210526,60.1937744795
2538,35,S4G4,14,0.15384615384615385,2,L,old,loss,4,freq,HL-LH,1.07789473684,14.0,-5.907368421,68.1502782931,20.0,-4.8294736842,10.7689136261
2539,35,S5G1,17,0.06666666666666667,1,L,old,gain,5,freq,HH-LL,1.13315789474,37.0,4.89684210526,24.5104102247,23.0,6.03,67.4916512059
2540,35,S5G2,15,0.14285714285714285,2,H,old,gain,5,freq,HL-LH,0.737894736842,24.0,5.19578947368,77.5289631004,33.0,5.93368421053,16.8831168831
2541,35,S5G3,14,0.08333333333333333,1,H,old,loss,5,freq,HH-LL,0.757368421053,11.0,-5.88631578947,27.3873428159,7.0,-5.12894736842,77.8738691353
2542,35,S5G4,11,0.3,3,L,old,loss,5,freq,HL-LH,0.824736842105,1.0,-5.81842105263,60.8423005566,20.0,-4.99368421053,16.9235209235
2543,35,S6G1,17,0.13333333333333333,2,H,old,gain,6,freq,HH-LL,0.987894736842,31.0,5.09631578947,11.5194805195,23.0,6.08421052632,66.4897959184
2544,35,S6G2,11,0.2,2,H,old,gain,6,freq,HL-LH,0.908421052632,24.0,5.12315789474,77.5289631004,33.0,6.03157894737,13.5881261596
2545,35,S6G3,12,0.0,0,H,old,loss,6,freq,HH-LL,0.776315789474,16.0,-5.83947368421,22.9851576994,14.0,-5.06315789474,61.345289631
2546,35,S6G4,18,0.1875,3,H,old,loss,6,freq,HL-LH,0.932631578947,2.0,-5.83789473684,79.530818388,17.0,-4.90526315789,26.5565862709
2547,35,S7G1,12,0.1,1,H,old,gain,7,freq,HH-LL,0.843684210526,38.0,5.17105263158,29.2504638219,27.0,6.01473684211,79.530818388
2548,35,S7G2,13,0.16666666666666666,2,H,old,gain,7,freq,HL-LH,1.03526315789,24.0,4.97789473684,74.4423830138,37.0,6.01315789474,21.6810966811
2549,35,S7G3,12,0.09090909090909091,1,H,old,loss,7,freq,HH-LL,0.987368421053,9.0,-6.15789473684,29.9525870954,7.0,-5.17052631579,76.4021851165
2550,35,S7G4,14,0.25,3,L,old,loss,7,freq,HL-LH,0.869473684211,2.0,-5.96421052632,79.530818388,10.0,-5.09473684211,10.8998144712
2551,35,S8G1,12,0.2727272727272727,3,H,old,gain,8,freq,HH-LL,1.08842105263,37.0,4.87052631579,23.8014842301,29.0,5.95894736842,60.0463821892
2552,35,S8G2,16,0.7333333333333333,11,L,old,gain,8,freq,HL-LH,1.20736842105,24.0,4.91052631579,73.6427540713,35.0,6.11789473684,23.6866625438
2553,35,S8G3,22,0.19047619047619047,4,H,old,loss,8,freq,HH-LL,0.807368421053,22.0,-5.96,18.9478787879,2.0,-5.15263157895,70.0727961288
2554,35,S8G4,17,0.25,4,L,old,loss,8,freq,HL-LH,0.935263157895,14.0,-6.03,67.4916512059,20.0,-5.09473684211,18.1504844362
2555,35,S9G1,17,0.14285714285714285,2,H,old,gain,9,freq,HH-LL,1.18210526316,33.0,4.98,20.3562152134,23.0,6.16210526316,65.5852401567
2556,35,S9G2,14,0.07692307692307693,1,H,old,gain,9,freq,HL-LH,0.825789473684,23.0,5.06473684211,60.7955060812,28.0,5.89052631579,28.882704597
2557,35,S9G3,13,0.16666666666666666,2,L,old,loss,9,freq,HH-LL,0.825263157895,16.0,-5.98947368421,21.9554730983,7.0,-5.16421052632,76.1158524016
2558,35,S9G4,11,0.1111111111111111,1,L,old,loss,9,freq,HL-LH,1.07315789474,3.0,-6.1252631578,76.3265306122,17.0,-5.0521052631,24.2444856731
2559,36,S10G1,10,0.1,1,H,old,gain,10,freq,HH-LL,0.925789473684,28.0,5.05210526316,24.2444856731,41.0,5.97789473684,71.8645640074
2560,36,S10G2,9,0.125,1,H,old,gain,10,freq,HL-LH,0.883157894737,23.0,5.13421052632,60.2383013812,31.0,6.01736842105,23.2933415791
2561,36,S10G3,11,0.1,1,L,old,loss,10,freq,HH-LL,0.715789473684,15.0,-5.90526315789,27.3038548753,7.0,-5.18947368421,77.8738691353
2562,36,S10G4,10,0.375,3,H,old,loss,10,freq,HL-LH,1.03473684211,2.0,-6.0810526315,77.7126365698,10.0,-5.0463157894,11.3970315399
2563,36,S11G1,10,0.1111111111111111,1,H,old,gain,11,freq,HH-LL,0.96,37.0,5.067,24.03,26.0,6.027,60.56
2564,36,S11G2,11,0.3,3,H,old,gain,11,freq,HL-LH,1.15052631579,24.0,4.80842105263,74.4423830138,38.0,5.95894736842,25.8979591837
2565,36,S11G3,13,0.09090909090909091,1,L,old,loss,11,freq,HH-LL,0.948947368421,16.0,-5.83578947368,14.4281591424,7.0,-4.88684210526,74.788975384
2566,36,S11G4,10,0.1111111111111111,1,H,old,loss,11,freq,HL-LH,0.827368421053,3.0,-5.97789473684,71.8645640074,16.0,-5.15052631579,10.7217068646
2567,36,S12G1,11,0.2,2,L,old,gain,12,freq,HH-LL,0.964210526316,30.0,5.0,14.4794887652,27.0,5.96421052632,79.530818388
2568,36,S12G2,12,0.18181818181818182,2,H,old,gain,12,freq,HL-LH,1.09473684211,24.0,4.89263157895,73.9111523397,33.0,5.98736842105,15.7922077922
2569,36,S12G3,6,0.2,1,L,old,loss,12,freq,HH-LL,1.16,4.0,-6.08,16.59,8.0,-4.92,69.29
2570,36,S12G4,8,0.125,1,L,old,loss,12,freq,HL-LH,1.01105263158,1.0,-5.9289473684,66.0467073427,20.0,-4.9178947368,16.9235209235
2571,36,S13G1,1,0.0,0,H,old,gain,13,freq,HH-LL,0.815789473684,40.0,5.09473684211,10.8998144712,27.0,5.91052631579,79.5859457185
2572,36,S13G2,10,0.3333333333333333,3,H,old,gain,13,freq,HL-LH,1.06210526316,27.0,4.83052631579,61.6334776335,31.0,5.89263157895,19.3951762523
2573,36,S13G3,9,0.25,2,H,old,loss,13,freq,HH-LL,0.957894736842,19.0,-6.04736842105,12.618556701,2.0,-5.08947368421,66.6593730276
2574,36,S13G4,9,0.1111111111111111,1,H,old,loss,13,freq,HL-LH,1.05210526316,14.0,-5.99,64.8091115234,21.0,-4.9378947368,29.3341579056
2575,36,S14G1,8,0.2857142857142857,2,L,old,gain,14,freq,HH-LL,1.05684210526,43.0,5.13789473684,19.6198721913,26.0,6.19473684211,62.2593279736
2576,36,S14G2,10,0.4444444444444444,4,H,old,gain,14,freq,HL-LH,0.992631578947,24.0,5.16421052632,76.1158524016,43.0,6.15684210526,29.6400742115
2577,36,S14G3,12,0.3,3,H,old,loss,14,freq,HH-LL,1.10526315789,19.0,-6.0347368421,10.2857142857,7.0,-4.9294736842,74.4423830138
2578,36,S14G4,12,0.18181818181818182,2,H,old,loss,14,freq,HL-LH,1.07526315789,14.0,-5.9457894736,67.270459699,22.0,-4.8705263157,23.8014842301
2579,36,S15G1,4,0.25,1,L,old,gain,15,freq,HH-LL,0.921578947368,30.0,4.91789473684,16.9235209235,23.0,5.83947368421,65.5710162853
2580,36,S15G2,15,0.15384615384615385,2,H,old,gain,15,freq,HL-LH,1.03052631579,24.0,4.92947368421,74.4423830138,35.0,5.96,10.7342815914
2581,36,S15G3,11,0.1,1,L,old,loss,15,freq,HH-LL,0.908421052632,16.0,-6.05789473684,22.0867862296,2.0,-5.14947368421,65.5815295815
2582,36,S15G4,14,0.25,3,H,old,loss,15,freq,HL-LH,0.923684210526,3.0,-5.82052631579,78.5029890744,22.0,-4.89684210526,24.5104102247
2583,36,S16G1,10,0.1111111111111111,1,L,old,gain,16,freq,HH-LL,0.709473684211,45.0,5.15789473684,18.882704597,41.0,5.86736842105,67.3562152134
2584,36,S16G2,13,0.08333333333333333,1,H,old,gain,16,freq,HL-LH,1.28526315789,24.0,4.83263157895,74.4423830138,40.0,6.11789473684,25.5788497217
2585,36,S16G3,4,0.25,1,L,old,loss,16,freq,HH-LL,1.29578947368,19.0,-6.1263157894,28.987012987,2.0,-4.8305263157,61.6334776335
2586,36,S16G4,13,0.3333333333333333,4,L,old,loss,16,freq,HL-LH,0.909473684211,1.0,-5.93052631579,64.6493506494,16.0,-5.02105263158,11.5194805195
2587,36,S17G1,10,0.2222222222222222,2,L,old,gain,17,freq,HH-LL,0.874736842105,25.0,5.10526315789,27.8499278499,34.0,5.98,79.1107070707
2588,36,S17G2,16,0.2,3,H,old,gain,17,freq,HL-LH,0.875789473684,24.0,5.00105263158,73.3725005154,33.0,5.87684210526,19.0871985158
2589,36,S17G3,12,0.09090909090909091,1,L,old,loss,17,freq,HH-LL,0.840526315789,19.0,-5.93368421053,16.8831168831,14.0,-5.09315789474,61.0713254999
2590,36,S17G4,13,0.25,3,L,old,loss,17,freq,HL-LH,0.815789473684,2.0,-5.84736842105,76.5360824742,15.0,-5.03157894737,26.7546897547
2591,36,S18G1,11,0.2222222222222222,2,H,old,gain,18,freq,HH-LL,1.15684210526,30.0,4.96842105263,18.882704597,41.0,6.12526315789,76.3265306122
2592,36,S18G2,6,0.16666666666666666,1,L,old,gain,18,freq,HL-LH,0.901052631579,23.0,5.15263157895,62.8907441765,33.0,6.05368421053,14.693877551
2593,36,S18G3,9,0.25,2,L,old,loss,18,freq,HH-LL,1.11578947368,15.0,-6.1178947368,23.6866625438,7.0,-5.0021052631,77.5289631004
2594,36,S18G4,15,0.21428571428571427,3,L,old,loss,18,freq,HL-LH,1.05052631579,3.0,-5.867368421,67.3562152134,20.0,-4.8168421052,12.7280972995
2595,36,S1G1,8,0.14285714285714285,1,H,old,gain,1,freq,HH-LL,0.832105263158,30.0,5.15789473684,19.3477633478,23.0,5.99,64.8091115234
2596,36,S1G2,9,0.125,1,L,old,gain,1,freq,HL-LH,1.02631578947,24.0,5.06842105263,77.8738691353,33.0,6.09473684211,17.9962894249
2597,36,S1G3,8,0.14285714285714285,1,H,old,loss,1,freq,HH-LL,0.825263157895,16.0,-5.89263157895,19.3951762523,8.0,-5.06736842105,73.0018552876
2598,36,S1G4,8,0.0,0,H,old,loss,1,freq,HL-LH,1.06578947368,14.0,-6.1621052631,65.5852401567,16.0,-5.0963157894,11.5194805195
2599,36,S2G1,10,0.2222222222222222,2,H,old,gain,2,freq,HH-LL,0.902105263158,31.0,5.04,23.957979798,26.0,5.94210526316,62.3879612451
2600,36,S2G2,6,0.16666666666666666,1,H,old,gain,2,freq,HL-LH,0.778947368421,24.0,5.17684210526,76.6866625438,37.0,5.95578947368,23.1937744795
2601,36,S2G3,10,0.1111111111111111,1,H,old,loss,2,freq,HH-LL,0.845263157895,19.0,-6.02210526316,16.8979591837,7.0,-5.17684210526,76.6866625438
2602,36,S2G4,8,0.0,0,H,old,loss,2,freq,HL-LH,0.91,0.0,-6.02,64.83,22.0,-5.11,24.74
2603,36,S3G1,10,0.1111111111111111,1,L,old,gain,3,freq,HH-LL,0.927368421053,28.0,5.01842105263,29.693877551,23.0,5.94578947368,67.270459699
2604,36,S3G2,9,0.125,1,H,old,gain,3,freq,HL-LH,1.02105263158,27.0,4.96947368421,61.6334776335,33.0,5.99052631579,14.693877551
2605,36,S3G3,11,0.1,1,H,old,loss,3,freq,HH-LL,1.15157894737,15.0,-5.96,10.7342815914,7.0,-4.8084210526,74.4423830138
2606,36,S3G4,10,0.2,2,H,old,loss,3,freq,HL-LH,1.07789473684,2.0,-5.9263157894,74.1430632859,20.0,-4.8484210526,15.6668728097
2607,36,S4G1,7,0.0,0,L,old,gain,4,freq,HH-LL,1.02105263158,30.0,4.81684210526,12.7280972995,27.0,5.83789473684,79.530818388
2608,36,S4G2,11,0.1111111111111111,1,H,old,gain,4,freq,HL-LH,0.823157894737,27.0,5.13684210526,60.1937744795,37.0,5.96,18.9478787879
2609,36,S4G3,12,0.09090909090909091,1,H,old,loss,4,freq,HH-LL,0.981052631579,10.0,-6.11789473684,25.5788497217,2.0,-5.13684210526,60.1937744795
2610,36,S4G4,10,0.2222222222222222,2,L,old,loss,4,freq,HL-LH,1.07789473684,14.0,-5.907368421,68.1502782931,20.0,-4.8294736842,10.7689136261
2611,36,S5G1,8,0.2857142857142857,2,L,old,gain,5,freq,HH-LL,1.13315789474,37.0,4.89684210526,24.5104102247,23.0,6.03,67.4916512059
2612,36,S5G2,8,0.14285714285714285,1,H,old,gain,5,freq,HL-LH,0.737894736842,24.0,5.19578947368,77.5289631004,33.0,5.93368421053,16.8831168831
2613,36,S5G3,11,0.1,1,L,old,loss,5,freq,HH-LL,0.757368421053,11.0,-5.88631578947,27.3873428159,7.0,-5.12894736842,77.8738691353
2614,36,S5G4,10,0.1111111111111111,1,H,old,loss,5,freq,HL-LH,0.824736842105,1.0,-5.81842105263,60.8423005566,20.0,-4.99368421053,16.9235209235
2615,36,S6G1,6,0.16666666666666666,1,H,old,gain,6,freq,HH-LL,0.987894736842,31.0,5.09631578947,11.5194805195,23.0,6.08421052632,66.4897959184
2616,36,S6G2,11,0.0,0,H,old,gain,6,freq,HL-LH,0.908421052632,24.0,5.12315789474,77.5289631004,33.0,6.03157894737,13.5881261596
2617,36,S6G3,10,0.1,1,H,old,loss,6,freq,HH-LL,0.776315789474,16.0,-5.83947368421,22.9851576994,14.0,-5.06315789474,61.345289631
2618,36,S6G4,10,0.2222222222222222,2,L,old,loss,6,freq,HL-LH,0.932631578947,2.0,-5.83789473684,79.530818388,17.0,-4.90526315789,26.5565862709
2619,36,S7G1,10,0.1111111111111111,1,H,old,gain,7,freq,HH-LL,0.843684210526,38.0,5.17105263158,29.2504638219,27.0,6.01473684211,79.530818388
2620,36,S7G2,11,0.1,1,H,old,gain,7,freq,HL-LH,1.03526315789,24.0,4.97789473684,74.4423830138,37.0,6.01315789474,21.6810966811
2621,36,S7G3,13,0.08333333333333333,1,L,old,loss,7,freq,HH-LL,0.987368421053,9.0,-6.15789473684,29.9525870954,7.0,-5.17052631579,76.4021851165
2622,36,S7G4,11,0.0,0,L,old,loss,7,freq,HL-LH,0.869473684211,2.0,-5.96421052632,79.530818388,10.0,-5.09473684211,10.8998144712
2623,36,S8G1,11,0.1,1,L,old,gain,8,freq,HH-LL,1.08842105263,37.0,4.87052631579,23.8014842301,29.0,5.95894736842,60.0463821892
2624,36,S8G2,11,0.1,1,H,old,gain,8,freq,HL-LH,1.20736842105,24.0,4.91052631579,73.6427540713,35.0,6.11789473684,23.6866625438
2625,36,S8G3,13,0.07692307692307693,1,H,old,loss,8,freq,HH-LL,0.807368421053,22.0,-5.96,18.9478787879,2.0,-5.15263157895,70.0727961288
2626,36,S8G4,13,0.08333333333333333,1,H,old,loss,8,freq,HL-LH,0.935263157895,14.0,-6.03,67.4916512059,20.0,-5.09473684211,18.1504844362
2627,36,S9G1,9,0.125,1,H,old,gain,9,freq,HH-LL,1.18210526316,33.0,4.98,20.3562152134,23.0,6.16210526316,65.5852401567
2628,36,S9G2,9,0.0,0,H,old,gain,9,freq,HL-LH,0.825789473684,23.0,5.06473684211,60.7955060812,28.0,5.89052631579,28.882704597
2629,36,S9G3,10,0.1111111111111111,1,L,old,loss,9,freq,HH-LL,0.825263157895,16.0,-5.98947368421,21.9554730983,7.0,-5.16421052632,76.1158524016
2630,36,S9G4,12,0.0,0,L,old,loss,9,freq,HL-LH,1.07315789474,3.0,-6.1252631578,76.3265306122,17.0,-5.0521052631,24.2444856731
2631,37,S10G1,20,0.10526315789473684,2,L,old,gain,10,rare,HH-LL,0.925789473684,28.0,5.05210526316,24.2444856731,41.0,5.97789473684,71.8645640074
2632,37,S10G2,23,0.045454545454545456,1,L,old,gain,10,rare,HL-LH,0.883157894737,23.0,5.13421052632,60.2383013812,31.0,6.01736842105,23.2933415791
2633,37,S10G3,13,0.09090909090909091,1,H,old,loss,10,rare,HH-LL,0.715789473684,15.0,-5.90526315789,27.3038548753,7.0,-5.18947368421,77.8738691353
2634,37,S10G4,17,0.058823529411764705,1,L,old,loss,10,rare,HL-LH,1.03473684211,2.0,-6.0810526315,77.7126365698,10.0,-5.0463157894,11.3970315399
2635,37,S11G1,23,0.09090909090909091,2,H,old,gain,11,rare,HH-LL,0.96,37.0,5.067,24.03,26.0,6.027,60.56
2636,37,S11G2,16,0.14285714285714285,2,H,old,gain,11,rare,HL-LH,1.15052631579,24.0,4.80842105263,74.4423830138,38.0,5.95894736842,25.8979591837
2637,37,S11G3,13,0.07692307692307693,1,H,old,loss,11,rare,HH-LL,0.948947368421,16.0,-5.83578947368,14.4281591424,7.0,-4.88684210526,74.788975384
2638,37,S11G4,18,0.0625,1,L,old,loss,11,rare,HL-LH,0.827368421053,3.0,-5.97789473684,71.8645640074,16.0,-5.15052631579,10.7217068646
2639,37,S12G1,10,0.1,1,H,old,gain,12,rare,HH-LL,0.964210526316,30.0,5.0,14.4794887652,27.0,5.96421052632,79.530818388
2640,37,S12G2,12,0.0,0,L,old,gain,12,rare,HL-LH,1.09473684211,24.0,4.89263157895,73.9111523397,33.0,5.98736842105,15.7922077922
2641,37,S12G3,15,0.21428571428571427,3,L,old,loss,12,rare,HH-LL,1.16,4.0,-6.08,16.59,8.0,-4.92,69.29
2642,37,S12G4,40,0.05263157894736842,2,L,old,loss,12,rare,HL-LH,1.01105263158,1.0,-5.9289473684,66.0467073427,20.0,-4.9178947368,16.9235209235
2643,37,S13G1,14,0.07692307692307693,1,L,old,gain,13,rare,HH-LL,0.815789473684,40.0,5.09473684211,10.8998144712,27.0,5.91052631579,79.5859457185
2644,37,S13G2,32,0.0967741935483871,3,H,old,gain,13,rare,HL-LH,1.06210526316,27.0,4.83052631579,61.6334776335,31.0,5.89263157895,19.3951762523
2645,37,S13G3,26,0.125,3,H,old,loss,13,rare,HH-LL,0.957894736842,19.0,-6.04736842105,12.618556701,2.0,-5.08947368421,66.6593730276
2646,37,S13G4,20,0.15789473684210525,3,L,old,loss,13,rare,HL-LH,1.05210526316,14.0,-5.99,64.8091115234,21.0,-4.9378947368,29.3341579056
2647,37,S14G1,22,0.047619047619047616,1,H,old,gain,14,rare,HH-LL,1.05684210526,43.0,5.13789473684,19.6198721913,26.0,6.19473684211,62.2593279736
2648,37,S14G2,13,0.08333333333333333,1,L,old,gain,14,rare,HL-LH,0.992631578947,24.0,5.16421052632,76.1158524016,43.0,6.15684210526,29.6400742115
2649,37,S14G3,19,0.05555555555555555,1,H,old,loss,14,rare,HH-LL,1.10526315789,19.0,-6.0347368421,10.2857142857,7.0,-4.9294736842,74.4423830138
2650,37,S14G4,24,0.08333333333333333,2,H,old,loss,14,rare,HL-LH,1.07526315789,14.0,-5.9457894736,67.270459699,22.0,-4.8705263157,23.8014842301
2651,37,S15G1,25,0.08333333333333333,2,H,old,gain,15,rare,HH-LL,0.921578947368,30.0,4.91789473684,16.9235209235,23.0,5.83947368421,65.5710162853
2652,37,S15G2,9,0.0,0,H,old,gain,15,rare,HL-LH,1.03052631579,24.0,4.92947368421,74.4423830138,35.0,5.96,10.7342815914
2653,37,S15G3,33,0.03125,1,L,old,loss,15,rare,HH-LL,0.908421052632,16.0,-6.05789473684,22.0867862296,2.0,-5.14947368421,65.5815295815
2654,37,S15G4,15,0.07142857142857142,1,L,old,loss,15,rare,HL-LH,0.923684210526,3.0,-5.82052631579,78.5029890744,22.0,-4.89684210526,24.5104102247
2655,37,S16G1,17,0.0,0,H,old,gain,16,rare,HH-LL,0.709473684211,45.0,5.15789473684,18.882704597,41.0,5.86736842105,67.3562152134
2656,37,S16G2,20,0.10526315789473684,2,L,old,gain,16,rare,HL-LH,1.28526315789,24.0,4.83263157895,74.4423830138,40.0,6.11789473684,25.5788497217
2657,37,S16G3,19,0.058823529411764705,1,L,old,loss,16,rare,HH-LL,1.29578947368,19.0,-6.1263157894,28.987012987,2.0,-4.8305263157,61.6334776335
2658,37,S16G4,39,0.08108108108108109,3,L,old,loss,16,rare,HL-LH,0.909473684211,1.0,-5.93052631579,64.6493506494,16.0,-5.02105263158,11.5194805195
2659,37,S17G1,20,0.05263157894736842,1,L,old,gain,17,rare,HH-LL,0.874736842105,25.0,5.10526315789,27.8499278499,34.0,5.98,79.1107070707
2660,37,S17G2,27,0.038461538461538464,1,L,old,gain,17,rare,HL-LH,0.875789473684,24.0,5.00105263158,73.3725005154,33.0,5.87684210526,19.0871985158
2661,37,S17G3,48,0.044444444444444446,2,H,old,loss,17,rare,HH-LL,0.840526315789,19.0,-5.93368421053,16.8831168831,14.0,-5.09315789474,61.0713254999
2662,37,S17G4,18,0.05555555555555555,1,H,old,loss,17,rare,HL-LH,0.815789473684,2.0,-5.84736842105,76.5360824742,15.0,-5.03157894737,26.7546897547
2663,37,S18G1,22,0.0,0,H,old,gain,18,rare,HH-LL,1.15684210526,30.0,4.96842105263,18.882704597,41.0,6.12526315789,76.3265306122
2664,37,S18G2,18,0.058823529411764705,1,L,old,gain,18,rare,HL-LH,0.901052631579,23.0,5.15263157895,62.8907441765,33.0,6.05368421053,14.693877551
2665,37,S18G3,32,0.06451612903225806,2,H,old,loss,18,rare,HH-LL,1.11578947368,15.0,-6.1178947368,23.6866625438,7.0,-5.0021052631,77.5289631004
2666,37,S18G4,19,0.05263157894736842,1,L,old,loss,18,rare,HL-LH,1.05052631579,3.0,-5.867368421,67.3562152134,20.0,-4.8168421052,12.7280972995
2667,37,S19G1,16,0.0,0,H,old,gain,19,rare,HH-LL,0.837894736842,31.0,5.15052631579,10.7217068646,23.0,5.98842105263,67.159554731
2668,37,S19G2,10,0.2,2,H,old,gain,19,rare,HL-LH,0.897894736842,26.0,5.13684210526,60.1764584622,33.0,6.03473684211,10.2857142857
2669,37,S19G3,21,0.1,2,H,old,loss,19,rare,HH-LL,1.22210526316,11.0,-6.1568421052,29.6400742115,14.0,-4.9347368421,61.6173984745
2670,37,S19G4,24,0.09090909090909091,2,H,old,loss,19,rare,HL-LH,1.15578947368,14.0,-6.0105263157,64.4794887652,20.0,-4.8547368421,15.6668728097
2671,37,S1G1,10,0.0,0,H,old,gain,1,rare,HH-LL,0.832105263158,30.0,5.15789473684,19.3477633478,23.0,5.99,64.8091115234
2672,37,S1G2,17,0.0625,1,H,old,gain,1,rare,HL-LH,1.02631578947,24.0,5.06842105263,77.8738691353,33.0,6.09473684211,17.9962894249
2673,37,S1G3,16,0.0625,1,L,old,loss,1,rare,HH-LL,0.825263157895,16.0,-5.89263157895,19.3951762523,8.0,-5.06736842105,73.0018552876
2674,37,S1G4,26,0.08333333333333333,2,L,old,loss,1,rare,HL-LH,1.06578947368,14.0,-6.1621052631,65.5852401567,16.0,-5.0963157894,11.5194805195
2675,37,S20G1,13,0.0,0,H,old,gain,20,rare,HH-LL,0.907894736842,31.0,5.02105263158,11.5194805195,29.0,5.92894736842,66.0467073427
2676,37,S20G2,18,0.058823529411764705,1,L,old,gain,20,rare,HL-LH,1.14526315789,41.0,4.97894736842,63.1910946197,30.0,6.12421052632,28.8369408369
2677,37,S20G3,28,0.07692307692307693,2,L,old,loss,20,rare,HH-LL,0.942105263158,19.0,-5.81052631579,15.7625231911,8.0,-4.86842105263,79.547309833
2678,37,S20G4,22,0.045454545454545456,1,H,old,loss,20,rare,HL-LH,0.949473684211,14.0,-5.98947368421,63.9259946403,16.0,-5.04,23.957979798
2679,37,S21G1,18,0.0625,1,H,old,gain,21,rare,HH-LL,1.08421052632,28.0,4.90526315789,26.5565862709,23.0,5.98947368421,63.9259946403
2680,37,S21G2,13,0.08333333333333333,1,L,old,gain,21,rare,HL-LH,0.922105263158,24.0,5.15789473684,72.8264275407,36.0,6.08,16.5920428778
2681,37,S21G3,13,0.07692307692307693,1,H,old,loss,21,rare,HH-LL,1.22105263158,19.0,-6.047368421,14.693877551,7.0,-4.8263157894,74.788975384
2682,37,S21G4,19,0.05555555555555555,1,H,old,loss,21,rare,HL-LH,1.06526315789,3.0,-6.1989473684,77.8035456607,21.0,-5.1336842105,29.576582148
2683,37,S2G1,24,0.043478260869565216,1,L,old,gain,2,rare,HH-LL,0.902105263158,31.0,5.04,23.957979798,26.0,5.94210526316,62.3879612451
2684,37,S2G2,28,0.038461538461538464,1,H,old,gain,2,rare,HL-LH,0.778947368421,24.0,5.17684210526,76.6866625438,37.0,5.95578947368,23.1937744795
2685,37,S2G3,32,0.13333333333333333,4,L,old,loss,2,rare,HH-LL,0.845263157895,19.0,-6.02210526316,16.8979591837,7.0,-5.17684210526,76.6866625438
2686,37,S2G4,40,0.10810810810810811,4,L,old,loss,2,rare,HL-LH,0.91,0.0,-6.02,64.83,22.0,-5.11,24.74
2687,37,S3G1,22,0.045454545454545456,1,H,old,gain,3,rare,HH-LL,0.927368421053,28.0,5.01842105263,29.693877551,23.0,5.94578947368,67.270459699
2688,37,S3G2,19,0.16666666666666666,3,L,old,gain,3,rare,HL-LH,1.02105263158,27.0,4.96947368421,61.6334776335,33.0,5.99052631579,14.693877551
2689,37,S3G3,16,0.06666666666666667,1,L,old,loss,3,rare,HH-LL,1.15157894737,15.0,-5.96,10.7342815914,7.0,-4.8084210526,74.4423830138
2690,37,S3G4,18,0.058823529411764705,1,L,old,loss,3,rare,HL-LH,1.07789473684,2.0,-5.9263157894,74.1430632859,20.0,-4.8484210526,15.6668728097
2691,37,S4G1,12,0.08333333333333333,1,L,old,gain,4,rare,HH-LL,1.02105263158,30.0,4.81684210526,12.7280972995,27.0,5.83789473684,79.530818388
2692,37,S4G2,15,0.07142857142857142,1,H,old,gain,4,rare,HL-LH,0.823157894737,27.0,5.13684210526,60.1937744795,37.0,5.96,18.9478787879
2693,37,S4G3,21,0.05,1,L,old,loss,4,rare,HH-LL,0.981052631579,10.0,-6.11789473684,25.5788497217,2.0,-5.13684210526,60.1937744795
2694,37,S4G4,17,0.11764705882352941,2,H,old,loss,4,rare,HL-LH,1.07789473684,14.0,-5.907368421,68.1502782931,20.0,-4.8294736842,10.7689136261
2695,37,S5G1,32,0.06666666666666667,2,L,old,gain,5,rare,HH-LL,1.13315789474,37.0,4.89684210526,24.5104102247,23.0,6.03,67.4916512059
2696,37,S5G2,18,0.11764705882352941,2,L,old,gain,5,rare,HL-LH,0.737894736842,24.0,5.19578947368,77.5289631004,33.0,5.93368421053,16.8831168831
2697,37,S5G3,1,0.0,0,H,old,loss,5,rare,HH-LL,0.757368421053,11.0,-5.88631578947,27.3873428159,7.0,-5.12894736842,77.8738691353
2698,37,S5G4,23,0.045454545454545456,1,L,old,loss,5,rare,HL-LH,0.824736842105,1.0,-5.81842105263,60.8423005566,20.0,-4.99368421053,16.9235209235
2699,37,S6G1,37,0.08571428571428572,3,H,old,gain,6,rare,HH-LL,0.987894736842,31.0,5.09631578947,11.5194805195,23.0,6.08421052632,66.4897959184
2700,37,S6G2,32,0.06666666666666667,2,L,old,gain,6,rare,HL-LH,0.908421052632,24.0,5.12315789474,77.5289631004,33.0,6.03157894737,13.5881261596
